company|weight|company_link
PerkinElmer Inc.|0.029382|http://www.google.com/finance?q=PKI
Under Armour Inc. Class A|0.029068|http://www.google.com/finance?q=UA
Assurant Inc.|0.027948|http://www.google.com/finance?q=AIZ
H&R; Block Inc.|0.027774|http://www.google.com/finance?q=HRB
Southwestern Energy Company|0.027662|http://www.google.com/finance?q=SWN
Murphy Oil Corporation|0.026275|http://www.google.com/finance?q=MUR
Chesapeake Energy Corporation|0.025958|http://www.google.com/finance?q=CHK
Quanta Services Inc.|0.025911|http://www.google.com/finance?q=PWR
FLIR Systems Inc.|0.025400|http://www.google.com/finance?q=FLIR
TEGNA Inc.|0.025263|http://www.google.com/finance?q=TGNA
Transocean Ltd.|0.023981|http://www.google.com/finance?q=RIG
News Corporation Class A|0.023374|http://www.google.com/finance?q=NWSA
Dun & Bradstreet Corporation|0.023074|http://www.google.com/finance?q=DNB
Under Armour Inc. Class C|0.022802|http://www.google.com/finance?q=UA.C
CSRA Inc.|0.022576|http://www.google.com/finance?q=CSRA
Ryder System Inc.|0.022458|http://www.google.com/finance?q=R
Frontier Communications Corporation|0.022048|http://www.google.com/finance?q=FTR
Discovery Communications Inc. Class A|0.021405|http://www.google.com/finance?q=DISCA
Teradata Corporation|0.018871|http://www.google.com/finance?q=TDC
NRG Energy Inc.|0.017974|http://www.google.com/finance?q=NRG
Legg Mason Inc.|0.017868|http://www.google.com/finance?q=LM
Endo International Plc|0.017707|http://www.google.com/finance?q=ENDP
AutoNation Inc.|0.017166|http://www.google.com/finance?q=AN
Patterson Companies Inc.|0.017085|http://www.google.com/finance?q=PDCO
Owens-Illinois Inc.|0.015514|http://www.google.com/finance?q=OI
Urban Outfitters Inc.|0.015466|http://www.google.com/finance?q=URBN
Pitney Bowes Inc.|0.014815|http://www.google.com/finance?q=PBI
First Solar Inc.|0.011835|http://www.google.com/finance?q=FSLR
News Corporation Class B|0.006961|http://www.google.com/finance?q=NWS
company|weight|company_link
Apple Inc.|3.112320|http://www.google.com/finance?q=AAPL
Microsoft Corporation|2.449838|http://www.google.com/finance?q=MSFT
Exxon Mobil Corporation|1.885441|http://www.google.com/finance?q=XOM
Berkshire Hathaway Inc. Class B|1.606724|http://www.google.com/finance?q=BRK.B
JPMorgan Chase & Co.|1.584691|http://www.google.com/finance?q=JPM
Johnson & Johnson|1.566324|http://www.google.com/finance?q=JNJ
Amazon.com Inc.|1.556983|http://www.google.com/finance?q=AMZN
General Electric Company|1.455804|http://www.google.com/finance?q=GE
Facebook Inc. Class A|1.424054|http://www.google.com/finance?q=FB
Wells Fargo & Company|1.340915|http://www.google.com/finance?q=WFC
AT&T Inc.|1.281257|http://www.google.com/finance?q=T
Alphabet Inc. Class A|1.208743|http://www.google.com/finance?q=GOOGL
Bank of America Corporation|1.205720|http://www.google.com/finance?q=BAC
Alphabet Inc. Class C|1.181235|http://www.google.com/finance?q=GOOG
Procter & Gamble Company|1.149018|http://www.google.com/finance?q=PG
Chevron Corporation|1.118618|http://www.google.com/finance?q=CVX
Verizon Communications Inc.|1.073043|http://www.google.com/finance?q=VZ
Pfizer Inc.|0.966210|http://www.google.com/finance?q=PFE
Citigroup Inc|0.899502|http://www.google.com/finance?q=C
Intel Corporation|0.869556|http://www.google.com/finance?q=INTC
Comcast Corporation Class A|0.858672|http://www.google.com/finance?q=CMCSA
Merck & Co. Inc.|0.856797|http://www.google.com/finance?q=MRK
Home Depot Inc.|0.845610|http://www.google.com/finance?q=HD
Coca-Cola Company|0.818867|http://www.google.com/finance?q=KO
Walt Disney Company|0.786744|http://www.google.com/finance?q=DIS
UnitedHealth Group Incorporated|0.781205|http://www.google.com/finance?q=UNH
Cisco Systems Inc.|0.776373|http://www.google.com/finance?q=CSCO
Visa Inc. Class A|0.769782|http://www.google.com/finance?q=V
PepsiCo Inc.|0.757109|http://www.google.com/finance?q=PEP
International Business Machines Corporation|0.741075|http://www.google.com/finance?q=IBM
Philip Morris International Inc.|0.714697|http://www.google.com/finance?q=PM
Altria Group Inc.|0.656310|http://www.google.com/finance?q=MO
Oracle Corporation|0.626061|http://www.google.com/finance?q=ORCL
Schlumberger NV|0.605440|http://www.google.com/finance?q=SLB
Wal-Mart Stores Inc.|0.550912|http://www.google.com/finance?q=WMT
3M Company|0.547409|http://www.google.com/finance?q=MMM
Amgen Inc.|0.541917|http://www.google.com/finance?q=AMGN
McDonald's Corporation|0.530169|http://www.google.com/finance?q=MCD
QUALCOMM Incorporated|0.520094|http://www.google.com/finance?q=QCOM
Mastercard Incorporated Class A|0.519267|http://www.google.com/finance?q=MA
Medtronic plc|0.513164|http://www.google.com/finance?q=MDT
AbbVie Inc.|0.510589|http://www.google.com/finance?q=ABBV
Gilead Sciences Inc.|0.491856|http://www.google.com/finance?q=GILD
Bristol-Myers Squibb Company|0.473298|http://www.google.com/finance?q=BMY
Goldman Sachs Group Inc.|0.469164|http://www.google.com/finance?q=GS
Boeing Company|0.465239|http://www.google.com/finance?q=BA
Union Pacific Corporation|0.455662|http://www.google.com/finance?q=UNP
Honeywell International Inc.|0.452313|http://www.google.com/finance?q=HON
Celgene Corporation|0.449575|http://www.google.com/finance?q=CELG
Starbucks Corporation|0.441055|http://www.google.com/finance?q=SBUX
United Technologies Corporation|0.433153|http://www.google.com/finance?q=UTX
U.S. Bancorp|0.433082|http://www.google.com/finance?q=USB
CVS Health Corporation|0.430256|http://www.google.com/finance?q=CVS
United Parcel Service Inc. Class B|0.421710|http://www.google.com/finance?q=UPS
Priceline Group Inc|0.395222|http://www.google.com/finance?q=PCLN
Accenture Plc|0.390727|http://www.google.com/finance?q=ACN
Time Warner Inc.|0.381724|http://www.google.com/finance?q=TWX
Walgreens Boots Alliance Inc|0.373516|http://www.google.com/finance?q=WBA
Texas Instruments Incorporated|0.371778|http://www.google.com/finance?q=TXN
Allergan plc|0.364165|http://www.google.com/finance?q=AGN
NIKE Inc. Class B|0.357853|http://www.google.com/finance?q=NKE
Costco Wholesale Corporation|0.354493|http://www.google.com/finance?q=COST
Broadcom Limited|0.349171|http://www.google.com/finance?q=AVGO
American International Group Inc.|0.345151|http://www.google.com/finance?q=AIG
Lowe's Companies Inc.|0.341730|http://www.google.com/finance?q=LOW
Lockheed Martin Corporation|0.337902|http://www.google.com/finance?q=LMT
Eli Lilly and Company|0.335020|http://www.google.com/finance?q=LLY
E. I. du Pont de Nemours and Company|0.334926|http://www.google.com/finance?q=DD
Dow Chemical Company|0.331114|http://www.google.com/finance?q=DOW
Morgan Stanley|0.330210|http://www.google.com/finance?q=MS
Mondelez International Inc. Class A|0.329300|http://www.google.com/finance?q=MDLZ
Biogen Inc.|0.325582|http://www.google.com/finance?q=BIIB
MetLife Inc.|0.322501|http://www.google.com/finance?q=MET
ConocoPhillips|0.316465|http://www.google.com/finance?q=COP
Chubb Limited|0.315142|http://www.google.com/finance?q=CB
Charter Communications Inc. Class A|0.311014|http://www.google.com/finance?q=CHTR
Colgate-Palmolive Company|0.301125|http://www.google.com/finance?q=CL
American Express Company|0.300252|http://www.google.com/finance?q=AXP
Simon Property Group Inc.|0.297083|http://www.google.com/finance?q=SPG
EOG Resources Inc.|0.296463|http://www.google.com/finance?q=EOG
PNC Financial Services Group Inc.|0.293862|http://www.google.com/finance?q=PNC
Abbott Laboratories|0.291529|http://www.google.com/finance?q=ABT
Thermo Fisher Scientific Inc.|0.290043|http://www.google.com/finance?q=TMO
Caterpillar Inc.|0.288526|http://www.google.com/finance?q=CAT
NextEra Energy Inc.|0.281039|http://www.google.com/finance?q=NEE
Occidental Petroleum Corporation|0.271777|http://www.google.com/finance?q=OXY
Bank of New York Mellon Corporation|0.271629|http://www.google.com/finance?q=BK
Netflix Inc.|0.270997|http://www.google.com/finance?q=NFLX
General Motors Company|0.266091|http://www.google.com/finance?q=GM
Adobe Systems Incorporated|0.265688|http://www.google.com/finance?q=ADBE
TJX Companies Inc|0.264460|http://www.google.com/finance?q=TJX
Duke Energy Corporation|0.264292|http://www.google.com/finance?q=DUK
Ford Motor Company|0.260988|http://www.google.com/finance?q=F
NVIDIA Corporation|0.259282|http://www.google.com/finance?q=NVDA
General Dynamics Corporation|0.256086|http://www.google.com/finance?q=GD
Kraft Heinz Company|0.251741|http://www.google.com/finance?q=KHC
FedEx Corporation|0.248105|http://www.google.com/finance?q=FDX
BlackRock Inc.|0.245246|http://www.google.com/finance?q=BLK
Charles Schwab Corporation|0.243395|http://www.google.com/finance?q=SCHW
Danaher Corporation|0.243217|http://www.google.com/finance?q=DHR
Prudential Financial Inc.|0.242654|http://www.google.com/finance?q=PRU
Halliburton Company|0.240125|http://www.google.com/finance?q=HAL
Southern Company|0.240085|http://www.google.com/finance?q=SO
salesforce.com inc.|0.238226|http://www.google.com/finance?q=CRM
Capital One Financial Corporation|0.237894|http://www.google.com/finance?q=COF
Dominion Resources Inc.|0.236628|http://www.google.com/finance?q=D
Monsanto Company|0.235765|http://www.google.com/finance?q=MON
Reynolds American Inc.|0.233029|http://www.google.com/finance?q=RAI
Aetna Inc.|0.232744|http://www.google.com/finance?q=AET
Target Corporation|0.230376|http://www.google.com/finance?q=TGT
Express Scripts Holding Company|0.229734|http://www.google.com/finance?q=ESRX
Automatic Data Processing Inc.|0.229702|http://www.google.com/finance?q=ADP
PayPal Holdings Inc|0.228900|http://www.google.com/finance?q=PYPL
Raytheon Company|0.223256|http://www.google.com/finance?q=RTN
American Tower Corporation|0.223202|http://www.google.com/finance?q=AMT
Northrop Grumman Corporation|0.219787|http://www.google.com/finance?q=NOC
CME Group Inc. Class A|0.212617|http://www.google.com/finance?q=CME
Johnson Controls International plc|0.211741|http://www.google.com/finance?q=JCI
Kinder Morgan Inc Class P|0.210766|http://www.google.com/finance?q=KMI
Illinois Tool Works Inc.|0.210378|http://www.google.com/finance?q=ITW
Hewlett Packard Enterprise Co.|0.210100|http://www.google.com/finance?q=HPE
Kimberly-Clark Corporation|0.209340|http://www.google.com/finance?q=KMB
Phillips 66|0.201416|http://www.google.com/finance?q=PSX
Delta Air Lines Inc.|0.197930|http://www.google.com/finance?q=DAL
Anthem Inc.|0.197914|http://www.google.com/finance?q=ANTM
BB&T Corporation|0.197820|http://www.google.com/finance?q=BBT
Anadarko Petroleum Corporation|0.197355|http://www.google.com/finance?q=APC
General Mills Inc.|0.190725|http://www.google.com/finance?q=GIS
Emerson Electric Co.|0.190221|http://www.google.com/finance?q=EMR
Stryker Corporation|0.186048|http://www.google.com/finance?q=SYK
Yahoo! Inc.|0.185800|http://www.google.com/finance?q=YHOO
Marsh & McLennan Companies Inc.|0.185385|http://www.google.com/finance?q=MMC
CSX Corporation|0.183082|http://www.google.com/finance?q=CSX
Applied Materials Inc.|0.182699|http://www.google.com/finance?q=AMAT
Intercontinental Exchange Inc.|0.181778|http://www.google.com/finance?q=ICE
Cigna Corporation|0.180557|http://www.google.com/finance?q=CI
Praxair Inc.|0.180082|http://www.google.com/finance?q=PX
Becton Dickinson and Company|0.178314|http://www.google.com/finance?q=BDX
Travelers Companies Inc.|0.178217|http://www.google.com/finance?q=TRV
Cognizant Technology Solutions Corporation Class A|0.174992|http://www.google.com/finance?q=CTSH
Air Products and Chemicals Inc.|0.167566|http://www.google.com/finance?q=APD
Norfolk Southern Corporation|0.167520|http://www.google.com/finance?q=NSC
Public Storage|0.167403|http://www.google.com/finance?q=PSA
Kroger Co.|0.167286|http://www.google.com/finance?q=KR
McKesson Corporation|0.165569|http://www.google.com/finance?q=MCK
Valero Energy Corporation|0.164228|http://www.google.com/finance?q=VLO
Pioneer Natural Resources Company|0.163305|http://www.google.com/finance?q=PXD
Ecolab Inc.|0.162773|http://www.google.com/finance?q=ECL
Southwest Airlines Co.|0.162192|http://www.google.com/finance?q=LUV
Eaton Corp. Plc|0.162037|http://www.google.com/finance?q=ETN
Exelon Corporation|0.161852|http://www.google.com/finance?q=EXC
eBay Inc.|0.159484|http://www.google.com/finance?q=EBAY
LyondellBasell Industries NV|0.158776|http://www.google.com/finance?q=LYB
Humana Inc.|0.158141|http://www.google.com/finance?q=HUM
Crown Castle International Corp|0.157961|http://www.google.com/finance?q=CCI
Twenty-First Century Fox Inc. Class A|0.157050|http://www.google.com/finance?q=FOXA
S&P Global Inc.|0.154916|http://www.google.com/finance?q=SPGI
Deere & Company|0.154897|http://www.google.com/finance?q=DE
State Street Corporation|0.154607|http://www.google.com/finance?q=STT
Aon plc|0.153484|http://www.google.com/finance?q=AON
Discover Financial Services|0.152094|http://www.google.com/finance?q=DFS
American Electric Power Company Inc.|0.151789|http://www.google.com/finance?q=AEP
PG&E Corporation|0.150808|http://www.google.com/finance?q=PCG
Synchrony Financial|0.149432|http://www.google.com/finance?q=SYF
Intuit Inc.|0.148349|http://www.google.com/finance?q=INTU
Waste Management Inc.|0.148312|http://www.google.com/finance?q=WM
Spectra Energy Corp|0.147995|http://www.google.com/finance?q=SE
Aflac Incorporated|0.147882|http://www.google.com/finance?q=AFL
Baker Hughes Incorporated|0.147623|http://www.google.com/finance?q=BHI
Sysco Corporation|0.145615|http://www.google.com/finance?q=SYY
Alexion Pharmaceuticals Inc.|0.145102|http://www.google.com/finance?q=ALXN
Regeneron Pharmaceuticals Inc.|0.143630|http://www.google.com/finance?q=REGN
Boston Scientific Corporation|0.143600|http://www.google.com/finance?q=BSX
HP Inc.|0.142391|http://www.google.com/finance?q=HPQ
Prologis Inc.|0.141551|http://www.google.com/finance?q=PLD
SunTrust Banks Inc.|0.141169|http://www.google.com/finance?q=STI
Ross Stores Inc.|0.139997|http://www.google.com/finance?q=ROST
Marriott International Inc. Class A|0.139043|http://www.google.com/finance?q=MAR
Archer-Daniels-Midland Company|0.138647|http://www.google.com/finance?q=ADM
Allstate Corporation|0.138412|http://www.google.com/finance?q=ALL
O'Reilly Automotive Inc.|0.137673|http://www.google.com/finance?q=ORLY
Constellation Brands Inc. Class A|0.136858|http://www.google.com/finance?q=STZ
Marathon Petroleum Corporation|0.136116|http://www.google.com/finance?q=MPC
PPG Industries Inc.|0.135671|http://www.google.com/finance?q=PPG
CBS Corporation Class B|0.135413|http://www.google.com/finance?q=CBS
Zoetis Inc. Class A|0.132942|http://www.google.com/finance?q=ZTS
Activision Blizzard Inc.|0.132881|http://www.google.com/finance?q=ATVI
American Airlines Group Inc.|0.130743|http://www.google.com/finance?q=AAL
TE Connectivity Ltd.|0.129480|http://www.google.com/finance?q=TEL
Sempra Energy|0.129129|http://www.google.com/finance?q=SRE
Apache Corporation|0.128746|http://www.google.com/finance?q=APA
Devon Energy Corporation|0.128423|http://www.google.com/finance?q=DVN
Fidelity National Information Services Inc.|0.128146|http://www.google.com/finance?q=FIS
Equinix Inc.|0.126786|http://www.google.com/finance?q=EQIX
Weyerhaeuser Company|0.125724|http://www.google.com/finance?q=WY
M&T Bank Corporation|0.125158|http://www.google.com/finance?q=MTB
AutoZone Inc.|0.124303|http://www.google.com/finance?q=AZO
PACCAR Inc|0.121992|http://www.google.com/finance?q=PCAR
Corning Inc|0.121813|http://www.google.com/finance?q=GLW
Intuitive Surgical Inc.|0.121077|http://www.google.com/finance?q=ISRG
Electronic Arts Inc.|0.120430|http://www.google.com/finance?q=EA
Welltower Inc.|0.120271|http://www.google.com/finance?q=HCN
Cardinal Health Inc.|0.119467|http://www.google.com/finance?q=CAH
Fiserv Inc.|0.119127|http://www.google.com/finance?q=FISV
Carnival Corporation|0.118941|http://www.google.com/finance?q=CCL.U
AvalonBay Communities Inc.|0.118800|http://www.google.com/finance?q=AVB
Equity Residential|0.118007|http://www.google.com/finance?q=EQR
Cummins Inc.|0.116868|http://www.google.com/finance?q=CMI
Analog Devices Inc.|0.116785|http://www.google.com/finance?q=ADI
St. Jude Medical Inc.|0.116650|http://www.google.com/finance?q=STJ
Edison International|0.115759|http://www.google.com/finance?q=EIX
Yum! Brands Inc.|0.115512|http://www.google.com/finance?q=YUM
PPL Corporation|0.115078|http://www.google.com/finance?q=PPL
International Paper Company|0.113262|http://www.google.com/finance?q=IP
Ventas Inc.|0.112257|http://www.google.com/finance?q=VTR
Sherwin-Williams Company|0.112195|http://www.google.com/finance?q=SHW
HCA Holdings Inc.|0.112010|http://www.google.com/finance?q=HCA
Newell Brands Inc|0.111887|http://www.google.com/finance?q=NWL
Baxter International Inc.|0.111694|http://www.google.com/finance?q=BAX
United Continental Holdings Inc.|0.110840|http://www.google.com/finance?q=UAL
